-0.660878	-0.512763
-0.878353	-0.784502
-0.378887	-0.289723
0.568957	1.07685
-0.57506	-0.434535
-0.356182	-0.274503
-0.0306711	-0.0297592
-0.981689	-0.964042
-0.120273	-0.107548
0.015717	0.0159679
0.21189	0.266301
0.517075	0.92269
-0.197851	-0.166451
-0.300394	-0.237264
0.685293	1.47675
0.88464	2.35954
0.24662	0.322441
0.994568	2.96752
-0.893063	-0.807774
0.125706	0.143494
0.727103	1.64019
-0.226478	-0.186802
-0.387188	-0.295319
-0.431562	-0.325693
-0.946593	-0.898738
0.225135	0.287232
-0.217627	-0.180573
-0.962767	-0.928256
-0.937925	-0.883318
-0.0885952	-0.0814415
0.715873	1.59521
0.873531	2.30314
-0.196203	-0.165261
0.454573	0.755142
0.223182	0.284109
0.616749	1.23173
0.750847	1.73792
0.165197	0.196995
0.190039	0.233017
-0.841975	-0.729948
0.586352	1.13175
-0.0755943	-0.0703118
0.181249	0.220055
0.178869	0.216586
0.138401	0.160207
0.63213	1.28431
0.3455	0.506113
-0.312845	-0.245592
-0.979553	-0.959933
-0.465377	-0.34959
-0.316874	-0.248282
-0.535813	-0.402547
0.542039	0.9951
-0.256508	-0.207589
0.739738	1.69174
-0.766289	-0.629054
0.451155	0.746525
0.257851	0.341482
0.787896	1.89779
-0.633961	-0.486848
0.0711386	0.0765594
0.80401	1.97018
0.560167	1.04973
0.930418	2.60154
-0.605274	-0.460663
0.803095	1.96602
0.594836	1.15914
0.906796	2.47472
0.697623	1.52382
0.780694	1.866
0.257424	0.340749
-0.629078	-0.48229
0.233863	0.301346
-0.470016	-0.352934
-0.498703	-0.374028
0.4644	0.780224
0.57622	1.09957
-0.658132	-0.510056
0.427778	0.689053
-0.0381176	-0.03672
-0.837031	-0.722852
0.613086	1.2194
0.710685	1.5747
-0.750725	-0.610236
-0.385052	-0.293877
0.146641	0.171298
-0.0540483	-0.051285
0.524094	0.942725
-0.61626	-0.470525
0.45555	0.757614
0.990051	2.9407
-0.969298	-0.940453
0.295267	0.408191
0.383282	0.586493
-0.651723	-0.503795
-0.85577	-0.750144
-0.450056	-0.338665
0.353252	0.52212
0.677847	1.44878
0.113315	0.127611
-0.257546	-0.208299
0.559008	1.04618
-0.534959	-0.401873
0.276467	0.374033
-0.536668	-0.403223
-0.590808	-0.447978
0.942076	2.66568
-0.436506	-0.329139
-0.954222	-0.91254
0.538438	0.984455
-0.696341	-0.549099
-0.906064	-0.828947
-0.981506	-0.963689
-0.302835	-0.238899
0.287759	0.394392
-0.313517	-0.24604
-0.170873	-0.146665
-0.166967	-0.143744
-0.818659	-0.697124
0.0903653	0.0992691
0.398541	0.620679
-0.324015	-0.253046
0.315043	0.445563
0.752495	1.74484
0.0709555	0.0763475
0.140049	0.16241
-0.892026	-0.806109
-0.068453	-0.064088
-0.480026	-0.360211
-0.146397	-0.128103
0.726676	1.63846
-0.0268258	-0.0261255
-0.825129	-0.70607
0.131626	0.151232
0.418806	0.667661
0.556932	1.03985
0.728446	1.64562
0.701102	1.53727
-0.413984	-0.313551
0.728751	1.64685
0.289834	0.398185
0.493698	0.857768
0.657277	1.37324
0.531236	0.963368
0.743828	1.70865
0.816645	2.02818
0.825068	2.06746
0.0439161	0.0459295
-0.119663	-0.107057
-0.784722	-0.652157
-0.291971	-0.231613
0.646107	1.33328
-0.144566	-0.126688
-0.660329	-0.512221
-0.998291	-0.996588
0.31492	0.445328
0.547105	1.01019
-0.872555	-0.775524
-0.820368	-0.699475
-0.228675	-0.188341
0.367779	0.552786
0.615223	1.22658
-0.691824	-0.544325
-0.714286	-0.568513
-0.903073	-0.824025
-0.307718	-0.242166
-0.962889	-0.928482
0.956847	2.74845
0.295267	0.408191
-0.892697	-0.807186
0.828303	2.08268
0.274941	0.371317
-0.13657	-0.120466
-0.957884	-0.919242
-0.514817	-0.386226
-0.216102	-0.179494
0.308023	0.432126
0.563768	1.06079
-0.954344	-0.912762
0.652089	1.35459
