0.597156	0.564379	0.875457
0.872707	0.584765	1.1014
0.236396	0.321604	0.337446
0.234077	0.626789	0.614782
0.655416	0.657826	1.02884
0.76043	0.499619	0.936267
0.51149	0.175542	0.520288
0.419874	0.470992	0.627664
0.984375	0.88702	1.54103
0.0221564	0.0732749	0.0275238
0.0925932	0.389386	0.243502
0.317179	0.932279	1.07566
0.832331	0.573504	1.06251
0.494186	0.394696	0.629471
0.919736	0.521958	1.06452
0.112613	0.860958	0.787585
0.41792	0.752831	0.942757
0.995727	0.228828	0.891493
0.0301828	0.465346	0.245037
0.118381	0.355449	0.244113
0.340251	0.943968	1.11147
0.0204169	0.942259	0.796133
0.781213	0.776666	1.27143
0.776269	0.750725	1.23484
0.614124	0.0440382	0.578182
0.0528275	0.554033	0.354958
0.697684	0.135319	0.660755
0.286416	0.731437	0.792358
0.330088	0.347697	0.444726
0.509781	0.911466	1.22644
0.944639	0.924955	1.56521
0.861324	0.570208	1.07814
0.939726	0.691763	1.26788
0.30665	0.990905	1.13342
0.425123	0.940306	1.18582
0.604694	0.491043	0.807303
0.165624	0.724601	0.666121
0.0489517	0.323466	0.153371
0.502762	0.219581	0.530045
0.0154424	0.157414	0.0402185
0.53679	0.300851	0.601768
0.848689	0.545946	1.04408
0.349345	0.00122074	0.342284
0.11652	0.285775	0.197833
0.54857	0.000793481	0.521468
0.765679	0.0763878	0.698862
0.91757	0.806055	1.39909
0.208747	0.383618	0.353866
0.44789	0.775018	0.998245
0.874081	0.915128	1.5099
0.538682	0.644215	0.916207
0.249855	0.612903	0.614141
0.643483	0.713828	1.08777
0.953703	0.570269	1.13507
0.145116	0.347331	0.264953
0.858425	0.778283	1.32617
0.740898	0.941862	1.4502
0.806421	0.108798	0.733652
0.118168	0.0253914	0.118538
0.942564	0.440321	1.00174
0.202826	0.637501	0.59675
0.197699	0.332133	0.306502
0.760674	0.648976	1.09824
0.954009	0.153966	0.839444
0.634114	0.177648	0.624017
0.422834	0.0769066	0.416261
0.394513	0.756035	0.925328
0.767052	0.83166	1.33183
0.692007	0.406995	0.802972
0.498489	0.640919	0.877421
0.0835292	0.284127	0.164073
0.182318	0.231635	0.234938
0.621235	0.0326853	0.583108
0.979034	0.33372	0.941098
0.981017	0.527421	1.10566
0.0556963	0.571245	0.376228
0.414228	0.143803	0.423161
0.39787	0.152532	0.410719
0.302286	0.218574	0.345459
0.0524003	0.265267	0.122685
0.596301	0.855953	1.23043
0.334056	0.582995	0.661254
0.922605	0.735954	1.31271
0.025605	0.789148	0.608877
0.63567	0.0807215	0.600233
0.10358	0.524888	0.37543
0.599536	0.43556	0.752836
0.0206	0.667196	0.451192
0.97879	0.420331	1.00558
0.0756859	0.342967	0.192969
0.820856	0.108097	0.743414
0.903592	0.586047	1.12229
0.710379	0.186926	0.687056
0.61446	0.0427564	0.578345
0.277047	0.560991	0.583058
0.615528	0.632832	0.967246
0.838588	0.547472	1.03896
0.6451	0.571337	0.921938
0.959075	0.325419	0.92436
0.0511795	0.658437	0.471242
0.205206	0.792901	0.791857
0.845363	0.242958	0.807206
0.880825	0.488357	1.0075
0.563005	0.765862	1.08722
0.0208747	0.732933	0.532597
0.461959	0.290139	0.529784
0.427046	0.649556	0.823699
0.0898465	0.92346	0.842836
0.0250557	0.2154	0.0714334
0.752068	0.539201	0.969809
0.325846	0.0036317	0.320124
0.911191	0.703177	1.26479
0.27134	0.77102	0.828094
0.0495315	0.211035	0.0940325
